2218,Sex For Dummies,Ruth Westheimer,3.62,076455302X,9780764553028,eng,432,9,0
2219,Baby Signing For Dummies,Jennifer Watson,3.63,0471773867,9780471773863,eng,257,36,8
2222,The Feeling Good Handbook,David D. Burns,4.00,0452281326,9780452281325,eng,729,4666,119
2226,On Death and Dying,Elisabeth Kübler-Ross,4.16,0684842238,9780684842233,eng,288,140,11
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,4.08,0684839377,9780684839370,eng,192,186,8
2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder-Albert Lee Strickland,3.77,0072920963,9780072920963,eng,664,112,12
2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.64,0938497197,9780938497196,eng,46,55,7
2249,The Seven Habits of Highly Effective People,Stephen R. Covey,4.09,0671708635,9780671708634,eng,368,2419,225
2250,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,4.22,0743250974,9780743250979,eng,192,1685,102
2253,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,3.90,0671887173,9780671887179,eng,384,328,23
2255,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,1932073205,9781932073201,en-US,240,38159,1561
2257,Secret of the Peaceful Warrior,Dan Millman-Robert D. San Souci-T. Taylor Bruce,4.18,0915811235,9780915811236,en-US,32,152,14
2265,It's Not about the Bike: My Journey Back to Life,Lance Armstrong-Sally Jenkins,3.72,0425179613,9780425179611,eng,294,34588,1828
2267,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson-Graham   Watson,3.67,0306814552,9780306814556,eng,344,354,26
2279,Truman,David McCullough,4.11,0671869205,9780671869205,eng,1120,69904,1854
2281,The Complete Stories of Truman Capote,Truman Capote-Reynolds Price,4.20,140009691X,9781400096916,eng,320,3842,215
2282,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,067960085X,9780679600855,eng,162,5607,691
2283,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,0345478207,9780345478207,eng,384,556,76
2285,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.72,0449007383,9780449007389,en-US,376,592,66
2287,Other Voices  Other Rooms,Truman Capote,3.81,0679745645,9780679745648,eng,232,10212,618
2289,In Cold Blood,Truman Capote-Scott Brick,4.07,073933364X,9780739333648,eng,15,529,126
2296,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,0684868768,9780684868769,en-US,288,2685,197
2299,Emergence: Labeled Autistic,Temple Grandin-Margaret M. Scariano,4.07,0446671827,9780446671828,en-GB,200,1771,150
2300,Emergence,David R. Palmer,4.16,0553245015,9780553245011,eng,291,1640,163
2304,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.06,0813527406,9780813527406,eng,344,46,5
2305,The Ghost Stories of Edith Wharton,Edith Wharton-Laszlo Kubinyi,3.89,0684842572,9780684842578,eng,303,2687,175
2306,Novels: The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton-R.W.B. Lewis,4.30,0940450313,9780940450318,eng,1328,427,27
2307,Collected Stories  1911-1937,Edith Wharton-Maureen Howard,4.28,1883011949,9781883011949,eng,848,53,8
2309,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton-Cynthia Griffin Wolff,4.20,0940450534,9780940450530,eng,1137,65,9
2314,The House of Mirth,Edith Wharton,3.95,0486420493,9780486420493,eng,272,743,62
2315,Below the Root (Green Sky  #1),Zilpha Keatley Snyder-Alton Raible,4.09,0689304579,9780689304576,eng,231,40,9
2319,The Witches of Worm,Zilpha Keatley Snyder,3.68,0440802504,9780440802501,eng,183,34,9
2322,The Deeper Meaning of Liff,Douglas Adams-John Lloyd,3.93,0307236013,9780307236012,eng,192,3924,81
2326,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,1597770078,9781597770071,eng,6,56,14
2327,The Letters of J.R.R. Tolkien,J.R.R. Tolkien-Humphrey Carpenter-Christopher Tolkien,4.14,0618056998,9780618056996,eng,502,4541,159
2329,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien-Christopher Tolkien,4.38,0618083553,9780618083558,en-US,1680,230,3
2330,The Languages of Tolkien's Middle-Earth,Ruth S. Noel-J.R.R. Tolkien,3.97,0395291305,9780395291306,eng,207,4635,69
2331,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.49,0618574999,9780618574995,en-US,1438,233,9
2333,Farmer Giles of Ham,J.R.R. Tolkien-Christina Scull-Wayne G. Hammond,3.84,0618009361,9780618009367,eng,127,5221,198
2338,Matthew Flinders' Cat,Bryce Courtenay,3.80,0670910619,9780670910618,eng,611,2627,147
2340,Whitethorn,Bryce Courtenay,4.07,067002922X,9780670029228,eng,683,2203,130
2343,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,0140271570,9780140271577,eng,671,3767,125
2353,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson-Karen Swenson,3.61,0815319665,9780815319665,eng,320,18,2
2367,Brave Companions: Portraits in History,David McCullough,3.98,0671792768,9780671792763,eng,240,3166,441
2368,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,0671447548,9780671447540,eng,445,21832,1131
2370,John Adams,David McCullough,4.06,0684813637,9780684813639,en-US,752,1785,276
2371,The Johnstown Flood,David McCullough,4.10,0844662925,9780844662923,eng,302,13806,1128
2372,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.19,0743262131,9780743262132,eng,697,11534,987
2373,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,0451188454,9780451188458,eng,528,132188,1636
2374,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,0340682116,9780340682111,en-GB,467,222,31
2378,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,8466305130,9788466305136,spa,640,26,2
2386,Moby Dick,Herman Melville-William Hootkins,3.49,9626343583,9789626343586,eng,25,66,17
2388,Moby-Dick,Jan Needle-Patrick Benson-Herman Melville,3.72,0763630187,9780763630188,eng,192,155,16
2389,Moby Dick,Herman Melville-William Hootkins,3.49,0143058096,9780143058090,eng,6,8872,900
2390,Moby-Dick,Herman Melville-Carl F. Hovde,3.49,1593080182,9781593080181,eng,707,1165,193
2400,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey-Duncan Wu,3.61,0415247713,9780415247719,eng,208,50,7
2404,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,0192781537,9780192781536,eng,104,38,5
2405,My Moby Dick,William Humphrey,4.15,0701124229,9780701124229,eng,96,12,1
2407,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.84,0919123708,9780919123700,eng,156,21,4
2409,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean-Victor G. Ambrus-Herman Melville,3.85,019274156X,9780192741561,eng,102,6,0
2410,Moby Dick,Herman Melville,3.49,0671463713,9780671463717,eng,248,2,1
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,0252063023,9780252063022,eng,164,0,0
2412,Unpainted to the Last: "Moby Dick" and Twentieth-century American Art,Elizabeth A. Schultz,4.28,0700607420,9780700607426,eng,400,16,1
2418,In the Heart of the Sea: The Epic True Story That Inspired Moby-Dick,Nathaniel Philbrick,4.16,0006531202,9780006531203,eng,302,278,34
2423,Double Tap (Paul Madriani  #8),Steve Martini,3.91,0515139734,9780515139730,en-US,401,2686,153
2430,The List,Steve Martini,3.96,0515121495,9780515121490,eng,451,12329,135
2442,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.23,0061020613,9780061020612,eng,374,55253,1173
2443,The Innocents Abroad,Mark Twain,3.86,0812967054,9780812967050,eng,560,8540,663
2445,Teaching English Abroad,Susan  Griffith,3.59,1854583522,9781854583529,eng,576,36,6
2452,Theocritus: Select Poems: Select Poems,Theocritus-Kenneth James Dover,3.00,0862921473,9780862921477,grc,395,1,1
2473,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod-Glenn W. Most,4.03,0674996232,9780674996236,eng,434,33,1
2486,Death and the King's Horseman,Wole Soyinka-Simon Gikandi,3.76,0393977617,9780393977615,en-US,254,249,29
2491,Learning to Love: Exploring Solitude and Freedom,Thomas Merton-Christine M. Bochen,4.50,0060654856,9780060654856,eng,382,15,2
2493,The Time Machine,H.G. Wells-Greg Bear-Carlo Pagetti,3.88,0451528557,9780451528551,eng,118,320900,6353
2494,The Time Machine,H.G. Wells-Patrick Parrinder-Steven McLean-Marina Warner,3.88,0141439971,9780141439976,eng,104,2864,281
2495,The Time Machine,H.G. Wells-Cynthia Brantley Johnson-Benjamin Beard,3.88,0743487737,9780743487733,eng,150,359,36
2498,The Time Machine Did It,John Swartzwelder,3.84,0975579908,9780975579909,en-US,138,1448,164
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.49,157174102X,9781571741028,en-GB,275,56,5
2501,The Time Machine,H.G. Wells-Melvin Burgess,3.88,0439436540,9780439436540,eng,123,263,31
2504,The Complete Short Stories,H.G. Wells-John R. Hammond,4.14,1842124021,9781842124024,eng,864,867,30
2506,Selected Stories,H.G. Wells-Ursula K. Le Guin,3.98,0812970756,9780812970753,en-US,432,77,9
2508,Tono-Bungay,H.G. Wells-Edward Mendelson-Patrick Parrinder,3.42,0141441119,9780141441115,eng,414,820,106
2519,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,0307264890,9780307264893,en-US,560,1323,113
2520,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.35,0824512596,9780824512590,en-US,120,7501,367
2521,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,1400083117,9781400083114,eng,368,2470,388
2526,Blindness,José Saramago-Giovanni Pontiero,4.11,0156007754,9780156007757,eng,326,106162,7807
2527,The Gospel According to Jesus Christ,José Saramago-Giovanni Pontiero,4.28,0156001411,9780156001410,eng,377,788,110
2528,All the Names,José Saramago-Margaret Jull Costa,3.89,0156010593,9780156010597,eng,245,10634,715
2529,The Tale of the Unknown Island,José Saramago-Peter Sís-Margaret Jull Costa,3.89,0156013037,9780156013031,eng,64,3138,233
2530,Baltasar and Blimunda,José Saramago-Giovanni Pontiero,3.91,0156005204,9780156005203,eng,346,5950,272
2531,The Cave,José Saramago-Margaret Jull Costa,3.83,0156028794,9780156028790,eng,307,7390,535
2535,The Stone Raft,José Saramago-Giovanni Pontiero,3.80,0156004011,9780156004015,en-US,292,305,30
2536,The Year of the Death of Ricardo Reis,José Saramago-Giovanni Pontiero,4.03,1860465021,9781860465024,eng,384,3618,188
2538,El hombre duplicado,José Saramago-Pilar del Río,3.88,8466312803,9788466312806,spa,380,1106,89
2539,Ensayo sobre la lucidez,José Saramago-Pilar del Río,3.79,8466314741,9788466314749,spa,461,1544,105
2541,La caverna,José Saramago-Pilar del Río,3.83,846630679X,9788466306799,spa,441,742,65
2542,The History of the Siege of Lisbon,José Saramago-Giovanni Pontiero,3.80,0156006243,9780156006248,eng,314,324,62
2543,Las intermitencias de la muerte,José Saramago-Pilar del Río,3.99,9587043642,9789587043648,spa,274,2425,257
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,089009389X,9780890093894,eng,902,1407,45
2547,The Prophet,Kahlil Gibran-جبران خليل جبران,4.23,000100039X,9780001000391,eng,127,167189,4996
2549,A Tear and a Smile,Kahlil Gibran-جبران خليل جبران-H.M. Nahmad-Robert Hillyer,4.03,0394448049,9780394448046,eng,228,2035,100
2551,On the Road,Jack Kerouac,3.63,0143036386,9780143036388,eng,320,480,39
2552,On the Road,Jack Kerouac-Ann Charters,3.63,0141182679,9780141182674,eng,281,5218,460
2557,De Kooning: An American Master,Mark Stevens-Annalyn Swan,4.11,0375711163,9780375711169,eng,732,2664,104
2560,Willem de Kooning: Late Paintings,Julie Sylvester-David Sylvester,5.00,382960226X,9783829602266,eng,83,1,0
2567,Aké: The Years of Childhood,Wole Soyinka,3.92,0679725407,9780679725404,eng,230,1213,85
2568,The Interpreters,Wole Soyinka,3.56,0233989781,9780233989785,eng,251,320,26
2570,The Lion and the Jewel,Wole Soyinka,3.80,0199110832,9780199110834,eng,65,1103,75
2581,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.83,0143034545,9780143034544,eng,165,3541,175
2584,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen-Tina Blythe-Gene Thompson-Grove,3.96,0807744689,9780807744680,eng,142,52,4
2586,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu-Mark McNeilly,3.84,0195137892,9780195137897,eng,272,120,13
2595,Marketing Warfare,Al Ries-Jack Trout,4.10,0071460829,9780071460828,eng,216,870,53
2612,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.95,0316346624,9780316346627,eng,301,589855,11431
2613,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin-Malcolm Gladwell,3.99,0786887176,9780786887170,en-US,234,4504,80
2615,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,3.99,0060521996,9780060521998,eng,286,28568,693
2619,Great Expectations,Charles Dickens-David Trotter-Charlotte Mitchell,3.76,0141439564,9780141439563,eng,512,13291,646
2623,Great Expectations,Charles Dickens-Marisa Sestino,3.76,0192833596,9780192833594,eng,505,523790,10337
2626,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens-Edgar Rosenberg,3.76,0393960692,9780393960693,eng,776,563,39
2646,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus-Martin Luther-Philip S. Watson-E. Gordon Rupp,3.81,0664241581,9780664241582,eng,364,107,13
2654,To Kill a Mockingbird,Harper Lee,4.27,0060935464,9780060935467,eng,323,10005,877
2655,To Kill a Mockingbird,Harper Lee-Sissy Spacek,4.27,0060888695,9780060888695,eng,11,653,176
2660,To Kill a Mockingbird (To Kill A Mockingbird #1),Harper Lee,4.27,044508376X,9780445083769,eng,281,6334,805
2661,To Kill a Mockingbird,Harper Lee,4.27,0061205699,9780061205699,en-US,323,250,32
2666,The Bonfire of the Vanities,Tom Wolfe,3.84,0553381342,9780553381344,eng,690,57301,2105
2673,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,0761501665,9780761501664,eng,199,61,4
2674,The Wealthy Barber: The Common Sense Guide to Successful Financial Planning,David Chilton,4.02,0773762167,9780968394731,eng,197,6837,304
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,0486287599,9780486287591,eng,64,13312,137
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift-Jesse Gale,3.79,1416500391,9781416500391,eng,416,2001,52
2680,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C.-Xavier de C.-Joseph Rowe,4.75,1556434952,9781556434952,eng,144,4,0
2685,Collected Travel Writings: The Continent: A Little Tour in France / Italian Hours / Other Travels,Henry James-Richard Howard,3.70,0940450771,9780940450776,eng,868,27,1
2686,The Bostonians,Henry James-R.D. Gooder,3.59,0192834428,9780192834423,eng,504,84,12
2687,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James-Myra Jehlen,4.25,1931082308,9781931082303,eng,1035,24,5
2688,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James-Leo Bersani,4.68,193108288X,9781931082884,eng,713,25,3
2692,Complete Stories 1892–1898,Henry James-John Hollander-David Bromwich,4.23,1883011094,9781883011093,eng,958,188,7
2693,The New York Stories of Henry James,Henry James-Colm Tóibín,4.04,1590171624,9781590171622,eng,563,137,11
2696,The Canterbury Tales,Geoffrey Chaucer-Nevill Coghill,3.49,0140424385,9780140424386,eng,504,161011,2251
2698,The Canterbury Tales,Geoffrey Chaucer-David  Wright,3.49,019283360X,9780192833600,eng,465,249,21
2701,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer-Jill Mann,3.49,014042234X,9780140422344,enm,1254,765,60
2702,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer-Vincent Foster Hopper,3.75,0812000390,9780812000399,eng,530,69,5
2705,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.01,0198711557,9780198711551,eng,456,83,4
2706,Love Visions,Geoffrey Chaucer-Brian Stone,3.58,0140444084,9780140444087,eng,272,67,6
2710,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,0671475029,9780671475024,eng,383,35,4
2711,The Riverside Chaucer,Geoffrey Chaucer-Larry Dean Benson-F.N. Robinson,4.18,0395290317,9780395290316,enm,1327,7643,147
2713,The Portable Chaucer,Geoffrey Chaucer-Theodore Morrison,3.86,0140150811,9780140150810,en-US,611,71,8
2715,Salt: A World History,Mark Kurlansky,3.74,0142001619,9780142001615,eng,484,46854,2848
2718,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan-Kadir Nelson-Roslyn M. Jordan,4.21,0689834195,9780689834196,eng,32,1054,159
2719,The Book of Salt,Monique Truong,3.51,0618446885,9780618446889,eng,261,4182,604
2722,Cities of Salt,Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.10,039475526X,9780394755267,eng,627,813,100
2723,The Years of Rice and Salt,Kim Stanley Robinson,3.73,0553580078,9780553580075,eng,763,8884,939
2725,Illuminations: Essays and Reflections,Walter Benjamin-Hannah Arendt-Harry Zohn-Leon Wieseltier,4.29,0805202412,9780805202410,eng,288,8748,189
2727,Saul Steinberg: Illuminations,Saul Steinberg-Joel Smith-Charles Simic,4.46,0300115865,9780300115864,eng,288,37,4
2731,Advanced Global Illumination,Philip Dutre,4.47,1568813074,9781568813073,eng,366,15,2
2735,Snow Falling On Cedars,David Guterson,3.83,074754655X,9780747546559,eng,404,586,48
2743,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.09,1558745157,9781558745155,eng,331,50499,2476
2744,Anansi Boys,Neil Gaiman,4.02,0060515198,9780060515195,eng,387,153485,6986
2745,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack-Mary Pipher,3.82,0805061835,9780805061833,en-US,480,1355,122
2748,Microserfs,Douglas Coupland,3.88,0060987049,9780060987046,eng,371,20391,715
2749,Microserfs,Douglas Coupland,3.88,0007179812,9780007179817,eng,371,436,37
2751,Microserfs,Douglas Coupland,3.88,0006548598,9780006548591,eng,371,369,22
2753,The Language of New Media,Lev Manovich,3.85,0262632551,9780262632553,eng,354,798,25
2756,New Media Language,Jean Aitchison-Diana M. Lewis,3.00,0415283043,9780415283045,eng,209,2,0
2761,The Denial of Death,Ernest Becker-Sam Keen-Daniel Goleman,4.17,0684832402,9780684832401,eng,336,5894,542
2767,A People's History of the United States,Howard Zinn,4.08,0060838655,9780060838652,eng,729,156036,4511
2768,A People's History of the United States,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.08,1565848268,9781565848269,eng,619,38,3
2770,A People's History of the United States: The Civil War to the Present,Howard Zinn-Kathy Emery-Ellen Gordon Reeves,4.00,1565847253,9781565847255,eng,496,22,0
2778,Graphic Design: A Concise History (World of Art),Richard Hollis,3.99,0500203474,9780500203477,en-US,232,648,11
2781,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4.00,0822318644,9780822318644,eng,272,197,8
2784,Ways of Seeing,John Berger,3.78,0140135154,9780140135152,eng,176,177890,998
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.89,039574010X,9780395740101,eng,256,76,12
2794,The Crying of Lot 49,Thomas Pynchon,3.70,006091307X,9780060913076,eng,152,54061,3177
2802,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,0425181642,9780425181645,eng,337,6196,311
2804,Passionate Minds,David Bodanis,4.08,0307237206,9780307237200,en-US,373,694,111
2810,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein-Clyde S. Kilby,3.93,094089548X,9780940895485,eng,303,433,17
2811,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,0440936853,9780440936855,eng,307,3882,154
2813,The Time Quartet (A Wrinkle in Time  A Wind in the Door  A Swiftly Tilting Planet  Many Waters),Madeleine L'Engle,4.35,0739439707,9780739439708,en-US,646,165,14
2814,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.13,0877887268,9780877887263,eng,320,457,45
2817,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle-Mary Chambers,3.99,0877880204,9780877880202,eng,48,228,4
2819,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,0062545035,9780062545039,en-CA,246,4985,473
2820,The Birth of Tragedy and Other Writings,Friedrich Nietzsche-Raymond Geuss-Ronald Speirs,4.02,0521639875,9780521639873,eng,204,365,22
2821,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche-Francis Golffing,4.00,0385092105,9780385092104,en-US,320,819,41
2822,The Birth of Tragedy,Friedrich Nietzsche,3.98,1419154079,9781419154072,eng,84,32,1
2823,The Birth of Tragedy,Friedrich Nietzsche-Michael Tanner-Shaun Whiteside,3.98,0140433392,9780140433395,en-US,160,9522,279
2833,The Life and Death of Carthage; A Survey of Punic History and Culture from Its Birth to the Final Tragedy,Gilbert Picard,4.00,0283352558,9780283352553,eng,362,0,0
2834,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain-David Lionel Smith-Sherley Anne Williams,3.79,0195114159,9780195114157,eng,512,3671,56
2835,The Tragedy of Pudd'nhead Wilson,Mark Twain-Michael Prichard,3.79,140015068X,9781400150687,eng,0,3,0
2836,Bridge to Terabithia,Katherine Paterson-Donna Diamond,3.99,0060734019,9780060734015,en-US,191,1764,148
2839,Bridge to Terabithia,Katherine Paterson,3.99,0439366771,9780439366779,eng,128,362535,8360
2842,Bridge to Terabithia,Katherine Paterson,3.99,0440841216,9780440841210,eng,128,100,19
2843,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5.00,0439271711,9780439271714,eng,32,4,1
2846,The Great Gilly Hopkins,Katherine Paterson,3.84,0380652196,9780380652198,eng,148,10,1
2847,Bread and Roses  Too,Katherine Paterson,3.76,0618654798,9780618654796,eng,275,1954,289
2848,Blueberries for the Queen,John  Paterson-Katherine Paterson-Susan Jeffers,3.76,0066239427,9780066239422,eng,32,108,21
2851,The Invisible Child,Katherine Paterson,4.26,0525464824,9780525464822,eng,266,97,26
2855,A Short History of Decay,Emil M. Cioran-Richard Howard,4.26,1559704640,9781559704649,eng,186,1653,89
2860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.44,078690206X,9780786902064,eng,313,37,1
2864,Girl with a Pearl Earring,Tracy Chevalier,3.87,0452284937,9780452284937,eng,233,1134,126
2865,Girl with a Pearl Earring,Tracy Chevalier,3.87,0452287022,9780452287020,eng,233,537907,6627
2866,Girl With a Pearl Earring,Tracy Chevalier,3.87,0006513204,9780006513209,eng,248,1854,197
2868,The Golden Tulip,Rosalind Laker,3.92,0385415605,9780385415606,eng,585,26,3
2871,Burning Bright,Tracy Chevalier,3.36,052594978X,9780525949787,eng,320,10584,1088
2872,Falling Angels,Tracy Chevalier,3.57,0452283205,9780452283206,eng,336,19784,1184
2873,The Virgin Blue,Tracy Chevalier,3.66,0452284449,9780452284449,eng,304,25334,1563
2874,The Lady and the Unicorn,Tracy Chevalier,3.68,0965903532,9780965903530,eng,0,303,24
2875,Wenn Engel fallen,Tracy Chevalier,3.57,3471772537,9783471772539,ger,384,5,0
2877,Tom Hunter: Living in Hell and Other Stories,Tom Hunter-Tracy Chevalier-Colin Wiggins,3.58,1857093313,9781857093315,en-GB,80,40,0
2879,Bleach  Volume 15,Tite Kubo,4.42,1421506130,9781421506135,eng,208,19266,67
2880,Bleach  Volume 01,Tite Kubo,4.22,1591164419,9781591164418,eng,200,136795,1011
2881,Bleach  Volume 14,Tite Kubo,4.38,1421506122,9781421506128,eng,208,10019,71
2882,Bleach  Volume 11,Tite Kubo,4.36,1421502712,9781421502717,eng,208,8584,77
2883,Bleach  Volume 12,Tite Kubo,4.36,1421504030,9781421504032,eng,208,7914,75
2885,デスノート 1: (退屈) [Desu Nōto: Taikutsu]  (Death Note  #1),Tsugumi Ohba-Takeshi Obata,4.43,4088736214,9784088736211,jpn,195,223,38
2886,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba-Takeshi Obata,4.39,4088736710,9784088736716,jpn,204,451,12
2887,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba-Takeshi Obata,4.43,4088736524,9784088736525,jpn,194,396,9
2891,The Love Artist,Valerie Parv,3.25,0263755819,9780263755817,eng,187,1,1
2893,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,0373028601,9780373028603,eng,187,3,1
2895,Perfume: The Story of a Murderer,Patrick Süskind-John E. Woods,4.02,0307277763,9780307277763,eng,255,1095,183
2896,Das Parfum: Die Geschichte eines Mörders,Patrick Süskind,4.02,3257228007,9783257228007,ger,321,8579,303
2898,Three Stories and a Reflection,Patrick Süskind,3.57,0747534934,9780747534938,eng,128,21,2
2899,The Pigeon,Patrick Süskind,3.68,0140105832,9780140105834,eng,77,5832,387
2900,The Story of Mr Sommer,Patrick Süskind-Jean-Jacques Sempé,3.85,0747566755,9780747566755,eng,128,1974,97
2906,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,4088732138,9784088732138,jpn,189,37,2
2907,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,2723442276,9782723442275,fre,192,51,4
2910,The Worm Ouroboros,E.R. Eddison-Orville Prescott-James Stephens-Keith  Henderson,3.70,3452200131,9780345220011,eng,520,221,38
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen-Steve Chorney,3.70,0440410258,9780440410256,eng,80,112,13
2917,How Angel Peterson Got His Name,Gary Paulsen,3.93,0440229359,9780440229353,eng,111,1139,214
2920,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.43,0440419670,9780440419679,en-US,560,538,45
2921,Chicago Blues: The City and the Music,Mike  Rowe-Ronald Radano,3.88,0306801450,9780306801457,eng,226,24,1
2923,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.25,0156001454,9780156001458,eng,272,5128,793
2928,Brian's Winter,Gary Paulsen,4.01,0385321988,9780385321983,en-US,133,65,11
2932,Robinson Crusoe,Daniel Defoe-Gerald McCann-Virginia Woolf,3.67,0375757325,9780375757327,eng,320,198677,3809
2933,Robinson Crusoe,Daniel Defoe-John J. Richetti,3.67,0141439823,9780141439822,eng,286,1415,134
2934,Robinson Crusoe,Daniel Defoe-Michael Shinagel,3.67,0393964523,9780393964523,en-US,436,547,60
